posicion,indice,keyword,vertical,tipo_keyword
440,7205,tcl 30+,Electro y Tecno,categoria_generica
441,11121,tabla de planchar reforzada,"Muebles, Hogar y Deco",modelo_producto
442,7032,samsung neo qled 55,Electro y Tecno,modelo_producto
443,2822,parlante ken brown,Electro y Tecno,categoria_generica
444,855,espatula ultrasonica,"Muebles, Hogar y Deco",categoria_generica
445,10240,pava electrica hytoshy,Electro y Tecno,categoria_atributo
446,8890,dell latitude 5530,Electro y Tecno,modelo_producto
447,9679,juguete helicóptero rc,Bebes y Niños,categoria_generica
448,2169,dvd,Electro y Tecno,categoria_generica
449,7807,exo 2 en 1,Electro y Tecno,modelo_producto
450,6181,xiaomi mi bro,Electro y Tecno,categoria_marca
451,12394,andis master,Salud y Belleza,categoria_generica
452,7219,dynacom joystick,Electro y Tecno,categoria_generica
453,5513,maquina de coser cuero,Electro y Tecno,modelo_producto
454,6498,bicicleta playera con cambios,Deporte y Fitness,modelo_producto
455,9363,lámpara dicroica led,"Muebles, Hogar y Deco",categoria_generica
456,5558,pantalla reflectora,Electro y Tecno,categoria_generica
457,10088,jbl estuche de carga auriculares,Electro y Tecno,modelo_producto
458,12757,sillon esquinero bremen lino,"Muebles, Hogar y Deco",modelo_producto
459,11424,despensero 2 puertas 180,Bebes y Niños,modelo_producto
460,11766,xiaomi amazfit bip 3 características,Salud y Belleza,modelo_producto
461,11476,juguete ranbak 501,Deporte y Fitness,categoria_generica
462,3199,whirlpool wcf09by,Electro y Tecno,modelo_producto
463,9056,balanza beurer,Electro y Tecno,categoria_generica
464,10432,freidora 3 litros,Electro y Tecno,categoria_atributo
465,11939,samsung galaxy sm-a047mzkfaro,Electro y Tecno,modelo_producto
466,4499,compresor para auto portatil,Autos y Motos,categoria_atributo
467,6772,vr box,Electro y Tecno,categoria_generica
468,4690,philco torre lavasecarropas,Electro y Tecno,categoria_marca
469,11179,aro de selfie,"Muebles, Hogar y Deco",categoria_generica
470,4949,zapatillas talle 25,Indumentaria y Calzado,categoria_generica
471,11505,juguete cepillo bellissima,Bebes y Niños,categoria_generica
472,6779,celular libre huawei gw blanco,Electro y Tecno,modelo_producto
473,6438,auto robot,Autos y Motos,categoria_generica
474,11360,tous touch,Salud y Belleza,categoria_generica
475,9156,consola hdmi,Electro y Tecno,categoria_generica
476,2528,calefon orbis tiro balanceado,Electro y Tecno,modelo_producto
477,12722,sabanas santista kamacolor 2 1/2,"Muebles, Hogar y Deco",modelo_producto
478,3341,mueble para heladera,Electro y Tecno,categoria_generica
479,12402,lg k71,Electro y Tecno,modelo_producto
480,185,escalera de aluminio,"Muebles, Hogar y Deco",categoria_generica
481,10754,freidora oryx,Electro y Tecno,categoria_generica
482,11670,aire acondicionado portatil philco pa ph20 manual,Electro y Tecno,modelo_producto
483,11989,smart tv candy 43,Electro y Tecno,categoria_atributo
484,4817,cafetera philco,Electro y Tecno,categoria_marca
485,6090,lavarropas automatico gafa carga superior,Electro y Tecno,modelo_producto
486,916,mini motosierra,Electro y Tecno,categoria_generica
487,4733,motorola edge 30,Electro y Tecno,modelo_producto
488,5010,bajo mesada 120,"Muebles, Hogar y Deco",categoria_generica
489,1371,valcatil max shampoo,Salud y Belleza,categoria_generica
490,1940,plancha atma,Salud y Belleza,categoria_marca
491,3601,cafetera kanji,Electro y Tecno,categoria_generica
492,7571,carpa infantil castillo,Bebes y Niños,categoria_generica
493,12749,pileta sol de verano 3x2,"Muebles, Hogar y Deco",modelo_producto
494,8928,heladera samsung rt35,Electro y Tecno,modelo_producto
495,10717,piccolo cafetera,Electro y Tecno,categoria_generica
496,11501,juguete laberinto para gatos,Bebes y Niños,modelo_producto
497,13014,perfume con neceser hombre,Salud y Belleza,modelo_producto
498,11921,tablet noblex 8 pulgadas,Electro y Tecno,modelo_producto
499,11645,grand gopher,Deporte y Fitness,categoria_generica
500,4744,dock nintendo switch,Electro y Tecno,categoria_generica
501,1235,cartel luminoso led,"Muebles, Hogar y Deco",categoria_generica
502,4025,poco x8 pro max,Electro y Tecno,modelo_producto
503,3643,lg kite,Electro y Tecno,categoria_marca
504,9925,aire acondicionado hisense 3000 frigorías,Electro y Tecno,categoria_atributo
505,9205,mochila alpine skate 40 litros,Indumentaria y Calzado,categoria_atributo
506,9119,tcl d55,Electro y Tecno,categoria_generica
507,342,motorola g06,Electro y Tecno,modelo_producto
508,11571,bicicleta mountain bike lamborghini rodado 29 21 velocidades,Deporte y Fitness,categoria_atributo
509,7283,riñonera para celular,Electro y Tecno,categoria_generica
510,7089,tablet samsung s8,Electro y Tecno,modelo_producto
511,4474,prada paradoxe perfume,Salud y Belleza,categoria_generica
512,12763,bomba gamma 3/4,"Muebles, Hogar y Deco",modelo_producto
513,11038,sillon hamaca colgante,"Muebles, Hogar y Deco",categoria_generica
514,2716,juguete pistola arenadora,Bebes y Niños,categoria_generica
515,12691,montagne road 5,Indumentaria y Calzado,categoria_generica
516,8689,cartucho hp 662 color,Electro y Tecno,modelo_producto
517,3532,infinix hot 50,Electro y Tecno,categoria_generica
518,9860,topper lambi,Deporte y Fitness,categoria_marca
519,54,termotanque,Electro y Tecno,modelo_producto
520,2412,caloventor atma,Electro y Tecno,categoria_marca
521,4246,calefactor axel,Electro y Tecno,categoria_generica
522,6088,balanza xiaomi mi body composition scale 2,Electro y Tecno,modelo_producto
523,6565,freidora de aire 3 litros,Electro y Tecno,categoria_atributo
524,12878,membrana liquida weber,"Muebles, Hogar y Deco",categoria_generica
525,10445,heladera neba a360,Electro y Tecno,categoria_generica
526,11444,aire acondicionado sansei 3200,Electro y Tecno,modelo_producto
527,5326,sommier suavestar 2 plazas,"Muebles, Hogar y Deco",modelo_producto
528,2194,garmin swim 2,Electro y Tecno,categoria_generica
529,536,idole lancome,Salud y Belleza,categoria_generica
530,12451,hp 1275,Electro y Tecno,modelo_producto
531,9588,figura funko pop de star wars,Bebes y Niños,modelo_producto
532,9469,depiladora braun silk-épil 9,Salud y Belleza,modelo_producto
533,9112,all clad,Electro y Tecno,categoria_generica
534,4028,xiaomi mi band 9,Electro y Tecno,modelo_producto
535,4425,biblioteca nordica,"Muebles, Hogar y Deco",categoria_generica
536,9219,valija hot wheels,Bebes y Niños,categoria_generica
537,8578,mini bicicleta fija,Deporte y Fitness,categoria_generica
538,395,heladera electrolux,Electro y Tecno,categoria_marca
539,8728,samsung 75 neo qled,Electro y Tecno,modelo_producto
540,3067,combos teclado y mouse,Electro y Tecno,categoria_generica
541,8540,bicicleta philco patio rodado 20,Deporte y Fitness,modelo_producto
542,5452,soporte tv 60 pulgadas,Electro y Tecno,categoria_atributo
543,2439,pendrive,Electro y Tecno,modelo_producto
544,1800,garmin fenix 8,Electro y Tecno,categoria_generica
545,2770,noblex radio reloj despertador,Electro y Tecno,modelo_producto
546,12656,zapatillas toupy 47 street,Indumentaria y Calzado,modelo_producto
547,7443,piero namaste,"Muebles, Hogar y Deco",categoria_generica
548,504,reposera,"Muebles, Hogar y Deco",modelo_producto
549,2847,calefon gas natural,Electro y Tecno,categoria_generica
550,2855,protector solar dermaglos,Salud y Belleza,categoria_generica
551,12111,xiaomi imilab w01,Electro y Tecno,modelo_producto
552,1538,portaretratos digitales,Electro y Tecno,categoria_generica
553,4532,aire acondicionado atma,Electro y Tecno,categoria_marca
554,2836,freidora de aire smartlife,Electro y Tecno,modelo_producto
555,12860,cocina casera clarin,"Muebles, Hogar y Deco",categoria_generica
556,10675,c5l max,Electro y Tecno,categoria_generica
557,559,samsung a13,Electro y Tecno,modelo_producto
558,6935,muñeca barbie pelinegra,Bebes y Niños,categoria_generica
559,7333,repuesto mochila roca,Indumentaria y Calzado,categoria_generica
560,11696,termotanque eléctrico energy safe 80 litros,Electro y Tecno,categoria_atributo
561,10555,tcl 5148a,Electro y Tecno,categoria_generica
562,9906,iphone 11 pro max midnight green,Electro y Tecno,modelo_producto
563,9335,sombrilla grande para jardin,"Muebles, Hogar y Deco",modelo_producto
564,11445,aire acondicionado alaska 3450,Electro y Tecno,modelo_producto
565,4906,sky devices,Electro y Tecno,categoria_generica
566,11164,luz para calcar,"Muebles, Hogar y Deco",categoria_generica
567,6415,spicebomb night vision,Salud y Belleza,categoria_generica
568,7879,funda samsung a24,Electro y Tecno,modelo_producto
569,8521,juguete cepillo para bebe,Bebes y Niños,modelo_producto
570,8336,secador de pelo revlon,Salud y Belleza,modelo_producto
571,2244,parlantes philips,Electro y Tecno,categoria_marca
572,5878,camara polaroid,Electro y Tecno,categoria_generica
573,7085,televisor motorola 43 pulgadas,Electro y Tecno,modelo_producto
574,7638,iglu para playa,Deporte y Fitness,categoria_generica
575,6767,juguera centrifuga,Electro y Tecno,categoria_generica
576,1949,bateria g31,Autos y Motos,categoria_generica
577,6112,tv noblex 40 pulgadas,Electro y Tecno,modelo_producto
578,9398,respaldo pana,"Muebles, Hogar y Deco",categoria_generica
579,9714,juguete nerf roblox,Bebes y Niños,categoria_generica
580,3686,monitor gamer level up 24,Electro y Tecno,categoria_atributo
581,5848,rheem calefon,Electro y Tecno,categoria_generica
582,9287,sillon chester 2 cuerpos,"Muebles, Hogar y Deco",modelo_producto
583,12345,samsung s21 plus,Electro y Tecno,modelo_producto
584,10680,citiz nespresso,Electro y Tecno,categoria_generica
585,1083,lector e books amazon kindle,Electro y Tecno,modelo_producto
586,116,tensiometros,Salud y Belleza,categoria_generica
587,7962,lavarropas atma,Electro y Tecno,categoria_marca
588,2472,gazebo exterior plegable quick up,"Muebles, Hogar y Deco",categoria_atributo
589,9806,conservadora 5 litros,Deporte y Fitness,categoria_atributo
590,1550,xiaomi poco m6 pro,Electro y Tecno,modelo_producto
591,4608,cargadores para auto,Electro y Tecno,categoria_generica
592,7454,gazebo 3x6,"Muebles, Hogar y Deco",categoria_generica
593,3951,campanas,Electro y Tecno,modelo_producto
594,1566,calefon tiro balanceado,Electro y Tecno,categoria_generica
595,4105,cerradura con huella digital,Electro y Tecno,modelo_producto
596,282,cuchillo,"Muebles, Hogar y Deco",modelo_producto
597,1819,rejilla para ducha,Electro y Tecno,categoria_generica
598,12109,parlante 15 pulgadas,Electro y Tecno,categoria_atributo
599,12923,manguera solytac,"Muebles, Hogar y Deco",categoria_generica
600,4247,anafe de una hornalla,Electro y Tecno,modelo_producto
601,11473,juguete frozen toys,Bebes y Niños,categoria_generica
602,869,lentes de realidad virtual,Electro y Tecno,categoria_generica
603,12696,zapatillas globe,Indumentaria y Calzado,categoria_generica
604,3255,heladera midea,Electro y Tecno,categoria_marca
605,8662,hyperx cloud revolver s,Electro y Tecno,modelo_producto
606,1260,centrum silver,Salud y Belleza,categoria_generica
607,4453,triomino,Bebes y Niños,modelo_producto
608,4457,secador de pelo 5 en 1,Salud y Belleza,modelo_producto
609,12216,soldadora sin gas,Electro y Tecno,categoria_generica
610,7687,monitor 19 pulgadas lg,Electro y Tecno,modelo_producto
611,3919,bicicleta fija olmo,Deporte y Fitness,categoria_generica
612,5074,tender de ropa,"Muebles, Hogar y Deco",categoria_generica
613,9026,cava cervecera,Electro y Tecno,categoria_generica
614,39,smartwatch,Electro y Tecno,modelo_producto
615,7399,tender de ropa de aluminio,"Muebles, Hogar y Deco",modelo_producto
616,1651,waterpik,Electro y Tecno,modelo_producto
617,3513,haylou gt1 pro,Electro y Tecno,categoria_generica
618,8033,transmisor de bluetooth,Electro y Tecno,categoria_atributo
619,6761,xiaomi m365,Electro y Tecno,modelo_producto
620,12440,acer swift x,Electro y Tecno,categoria_marca
621,9879,ecowinco,Deporte y Fitness,modelo_producto
622,4730,bomba presurizadora inteligente,Electro y Tecno,categoria_generica
623,5040,sillon reposera,"Muebles, Hogar y Deco",categoria_generica
624,3890,juguete practicuna avanti,Bebes y Niños,categoria_generica
625,6168,dell ryzen 7,Electro y Tecno,modelo_producto
626,3005,rapsodia perfume,Salud y Belleza,categoria_generica
627,918,termotanques y calefones,Electro y Tecno,categoria_generica
628,6302,motorola 300,Electro y Tecno,modelo_producto
629,12474,kodak seren,Electro y Tecno,categoria_generica
630,401,juguete membrana de caucho,"Muebles, Hogar y Deco",modelo_producto
631,7712,microondas aurora rupha 20,Electro y Tecno,modelo_producto
632,3325,balde mopa,"Muebles, Hogar y Deco",categoria_generica
633,7225,juguera yelmo,Electro y Tecno,categoria_generica
634,11676,tablet positivo bgh twist tab t770k características,Electro y Tecno,modelo_producto
635,6764,mixer profesional,Electro y Tecno,categoria_atributo
636,10665,microcomponente noblex,Electro y Tecno,categoria_marca
637,4736,celular samsung j2,Electro y Tecno,modelo_producto
638,12551,reloj innjoo,Electro y Tecno,categoria_generica
639,11439,figura funko pop el zorro,Bebes y Niños,modelo_producto
640,12974,secador de pelo remington shine therapy d18a,Salud y Belleza,modelo_producto
641,12445,samsung ww90aa46bw,Electro y Tecno,modelo_producto
642,11182,juego acapulco,"Muebles, Hogar y Deco",categoria_generica
643,1517,trenes de juguete,Bebes y Niños,categoria_generica
644,6426,glossier you,Salud y Belleza,categoria_generica
645,9020,pestañadora con embrague,Electro y Tecno,categoria_generica
646,11603,trx 2.0,Deporte y Fitness,categoria_generica
647,9237,mochila con carro,Indumentaria y Calzado,categoria_generica
648,4656,anafe de 4 hornallas a gas,Electro y Tecno,modelo_producto
649,9264,bomba presurizadora para 4 baños,"Muebles, Hogar y Deco",modelo_producto
650,9776,juguete gd10,Electro y Tecno,categoria_generica
651,3480,cable usb a usb c,Electro y Tecno,modelo_producto
652,1832,gimbal para celular,Electro y Tecno,categoria_generica
653,10850,termotanque liliana,Electro y Tecno,categoria_marca
654,9926,horno eléctrico yelmo 40 litros,Electro y Tecno,categoria_atributo
655,4413,sihoo m57,"Muebles, Hogar y Deco",categoria_generica
656,4018,gato hidraulico 3 toneladas,Electro y Tecno,modelo_producto
657,4788,tostadora black & decker,Electro y Tecno,categoria_generica
658,1049,drean next 6.06,Electro y Tecno,modelo_producto
659,10727,samsung un65au7000gczb,Electro y Tecno,modelo_producto
660,10664,traba volante,Electro y Tecno,categoria_generica
661,8380,retinol eucerin,Salud y Belleza,categoria_generica
662,9798,bicicleta con cambio rodado 26,Deporte y Fitness,categoria_atributo
663,7450,saboteur juego,Bebes y Niños,categoria_generica
664,4322,talle l en pantalon,Indumentaria y Calzado,modelo_producto
665,10505,griferia roca ducha,"Muebles, Hogar y Deco",categoria_generica
666,12747,vaso stanley travel quencher,"Muebles, Hogar y Deco",modelo_producto
667,8707,redmi note 10 5g,Electro y Tecno,modelo_producto
668,2908,zte a33,Electro y Tecno,categoria_generica
669,10159,hp severbon cortadora de césped,Electro y Tecno,modelo_producto
670,10221,iphone xs max,Electro y Tecno,categoria_marca
671,4158,tocadiscos audio technica,Electro y Tecno,categoria_generica
672,775,extensor de wifi,Electro y Tecno,categoria_atributo
673,11418,aire acondicionado bgh frio calor,Electro y Tecno,modelo_producto
674,10322,geforce gtx 1070,Electro y Tecno,categoria_generica
675,1156,ropa de cama,"Muebles, Hogar y Deco",categoria_generica
676,12605,a3d91gseag,Electro y Tecno,modelo_producto
677,7556,cutter retractil de seguridad,Bebes y Niños,modelo_producto
678,7011,planchita gama ceramic shine ion,Salud y Belleza,modelo_producto
679,5662,bateria j7 2016,Autos y Motos,categoria_generica
680,995,poco f8 pro,Electro y Tecno,categoria_generica
681,5723,lavarropas drean next 6 kg 6.06 eco,Electro y Tecno,modelo_producto
682,12473,planchita pampita,Salud y Belleza,categoria_generica
